1s+PRES+kuacha	I leave	ninaacha
NEG+1s+PERF+kuosha	I have not washed	sijaosha
1p+PRES+kuosha	we wash	tunaosha
1p+PAST+kuosha	we washed	tuliosha
1p+FUT+kuosha	we will wash	tutaosha
1p+PERF+kuosha	we have washed	tumeosha
NEG+1p+PRES+kuosha	we do not wash	hatuoshi
NEG+1p+PAST+kuosha	we did not wash	hatukuosha
NEG+1p+FUT+kuosha	we will not wash	hatutaosha
NEG+1p+PERF+kuosha	we have not washed	hatujaosha
2s+PRES+kuosha	you wash	unaosha
2s+PAST+kuosha	you washed	uliosha
2s+FUT+kuosha	you will wash	utaosha
2s+PERF+kuosha	you have washed	umeosha
NEG+2s+PRES+kuosha	you do not wash	huoshi
NEG+2s+PAST+kuosha	you did not wash	hukuosha
NEG+2s+FUT+kuosha	you will not wash	hutaosha
NEG+2s+PERF+kuosha	you have not washed	hujaosha
2p+PRES+kuosha	you wash	mnaosha
2p+PAST+kuosha	you washed	mliosha
2p+FUT+kuosha	you will wash	mtaosha
2p+PERF+kuosha	you have washed	mmeosha
NEG+2p+PRES+kuosha	you do not wash	hamoshi
NEG+2p+PAST+kuosha	you did not wash	hamkuosha
NEG+2p+FUT+kuosha	you will not wash	hamtaosha
NEG+2p+PERF+kuosha	you have not washed	hamjaosha
3s+PRES+kuosha	(s)he washs	anaosha
3s+PAST+kuosha	(s)he washed	aliosha
3s+FUT+kuosha	(s)he will wash	ataosha
3s+PERF+kuosha	(s)he has washed	ameosha
NEG+3s+PRES+kuosha	(s)he does not wash	haoshi
NEG+3s+PAST+kuosha	(s)he did not wash	hakuosha
NEG+3s+FUT+kuosha	(s)he will not wash	hataosha
NEG+3s+PERF+kuosha	(s)he has not washed	hajaosha
3p+PRES+kuosha	they wash	wanaosha
3p+PAST+kuosha	they washed	waliosha
3p+FUT+kuosha	they will wash	wataosha
3p+PERF+kuosha	they have washed	wameosha
NEG+3p+PRES+kuosha	they do not wash	hawaoshi
NEG+3p+PAST+kuosha	they did not wash	hawakuosha
NEG+3p+FUT+kuosha	they will not wash	hawataosha
NEG+3p+PERF+kuosha	they have not washed	hawajaosha
2s+IMP+kuosha	wash	osha
2p+IMP+kuosha	wash	osheni
1s+PRES+kupa	I give	ninakupa
1s+PAST+kupa	I gave	nilikupa
1s+FUT+kupa	I will give	nitakupa
1s+PERF+kupa	I have given	nimekupa
NEG+1s+PRES+kupa	I do not give	sipi
NEG+1s+PAST+kupa	I did not give	sikupa
NEG+1s+FUT+kupa	I will not give	sitakupa
NEG+1s+PERF+kupa	I have not given	sijapa
1p+PRES+kupa	we give	tunakupa
1p+PAST+kupa	we gave	tulikupa
1p+FUT+kupa	we will give	tutakupa
1p+PERF+kupa	we have given	tumekupa
NEG+1p+PRES+kupa	we do not give	hatupi
NEG+1p+PAST+kupa	we did not give	hatukupa
NEG+1p+FUT+kupa	we will not give	hatutapa
NEG+1p+PERF+kupa	we have not given	hatujapa
2s+PRES+kupa	you give	unakupa
2s+PAST+kupa	you gave	ulikupa
2s+FUT+kupa	you will give	utakupa
2s+PERF+kupa	you have given	umekupa
NEG+2s+PRES+kupa	you do not give	hupi
NEG+2s+PAST+kupa	you did not give	hukupa
NEG+2s+FUT+kupa	you will not give	hutapa
NEG+2s+PERF+kupa	you have not given	hujapa
2p+PRES+kupa	you give	mnakupa
2p+PAST+kupa	you gave	mlikupa
2p+FUT+kupa	you will give	mtakupa
2p+PERF+kupa	you have given	mmekupa
NEG+2p+PRES+kupa	you do not give	hampi
NEG+2p+PAST+kupa	you did not give	hamkupa
NEG+2p+FUT+kupa	you will not give	hamtakupa
NEG+2p+PERF+kupa	you have not given	hamjapa
3s+PRES+kupa	(s)he gives	anakupa
3s+PAST+kupa	(s)he gave	alikupa
3s+FUT+kupa	(s)he will give	atakupa
3s+PERF+kupa	(s)he has given	amekupa
NEG+3s+PRES+kupa	(s)he does not give	hapi
NEG+3s+PAST+kupa	(s)he did not give	hakupa
NEG+3s+FUT+kupa	(s)he will not give	hatakupa
NEG+3s+PERF+kupa	(s)he has not given	hajapa
3p+PRES+kupa	they give	wanakupa
3p+PAST+kupa	they gave	walikupa
3p+FUT+kupa	they will give	watakupa
3p+PERF+kupa	they have given	wamekupa
NEG+3p+PRES+kupa	they do not give	hawapi
NEG+3p+PAST+kupa	they did not give	hawakupa
NEG+3p+FUT+kupa	they will not give	hawatakupa
NEG+3p+PERF+kupa	they have not given	hawajapa
2s+IMP+kupa	give	kupa
2p+IMP+kupa	give	kupeni
1s+PRES+kupanga	I plan	ninapanga
1s+PAST+kupanga	I planned	nilipanga
1s+FUT+kupanga	I will plan	nitapanga
1s+PERF+kupanga	I have planned	nimepanga
NEG+1s+PRES+kupanga	I do not plan	sipangi
NEG+1s+PAST+kupanga	I did not plan	sikupanga
NEG+1s+FUT+kupanga	I will not plan	sitapanga
NEG+1s+PERF+kupanga	I have not planned	sijapanga
1p+PRES+kupanga	we plan	tunapanga
1p+PAST+kupanga	we planned	tulipanga
1p+FUT+kupanga	we will plan	tutapanga
1p+PERF+kupanga	we have planned	tumepanga
NEG+1p+PRES+kupanga	we do not plan	hatupangi
NEG+1p+PAST+kupanga	we did not plan	hatukupanga
NEG+1p+FUT+kupanga	we will not plan	hatutapanga
NEG+1p+PERF+kupanga	we have not planned	hatujapanga
2s+PRES+kupanga	you plan	unapanga
2s+PAST+kupanga	you planned	ulipanga
2s+FUT+kupanga	you will plan	utapanga
2s+PERF+kupanga	you have planned	umepanga
NEG+2s+PRES+kupanga	you do not plan	hupangi
NEG+2s+PAST+kupanga	you did not plan	hukupanga
NEG+2s+FUT+kupanga	you will not plan	hutapanga
NEG+2s+PERF+kupanga	you have not planned	hujapanga
2p+PRES+kupanga	you plan	mnapanga
2p+PAST+kupanga	you planned	mlipanga
2p+FUT+kupanga	you will plan	mtapanga
2p+PERF+kupanga	you have planned	mmepanga
NEG+2p+PRES+kupanga	you do not plan	hampangi
NEG+2p+PAST+kupanga	you did not plan	hamkupanga
NEG+2p+FUT+kupanga	you will not plan	hamtapanga
NEG+2p+PERF+kupanga	you have not planned	hamjapanga
3s+PRES+kupanga	(s)he plans	anapanga
3s+PAST+kupanga	(s)he planned	alipanga
3s+FUT+kupanga	(s)he will plan	atapanga
3s+PERF+kupanga	(s)he has planned	amepanga
NEG+3s+PRES+kupanga	(s)he does not plan	hapangi
NEG+3s+PAST+kupanga	(s)he did not plan	hakupanga
NEG+3s+FUT+kupanga	(s)he will not plan	hatapanga
NEG+3s+PERF+kupanga	(s)he has not planned	hajapanga
3p+PRES+kupanga	they plan	wanapanga
3p+PAST+kupanga	they planned	walipanga
3p+FUT+kupanga	they will plan	watapanga
3p+PERF+kupanga	they have planned	wamepanga
NEG+3p+PRES+kupanga	they do not plan	hawapangi
NEG+3p+PAST+kupanga	they did not plan	hawakupanga
NEG+3p+FUT+kupanga	they will not plan	hawatapanga
NEG+3p+PERF+kupanga	they have not planned	hawajapanga
2s+IMP+kupanga	plan	panga
2p+IMP+kupanga	plan	pangeni
1s+PRES+kupata	I get	ninapata
1s+PAST+kupata	I got	nilipata
1s+FUT+kupata	I will get	nitapata
1s+PERF+kupata	I have gotten/got	nimepata
NEG+1s+PRES+kupata	I do not get	sipati
NEG+1s+PAST+kupata	I did not get	sikupata
NEG+1s+FUT+kupata	I will not get	sitapata
NEG+1s+PERF+kupata	I have not gotten/got	sijapata
1p+PRES+kupata	we get	tunapata
1p+PAST+kupata	we got	tulipata
1p+FUT+kupata	we will get	tutapata
1p+PERF+kupata	we have gotten/got	tumepata
NEG+1p+PRES+kupata	we do not get	hatupati
NEG+1p+PAST+kupata	we did not get	hatukupata
NEG+1p+FUT+kupata	we will not get	hatutapata
NEG+1p+PERF+kupata	we have not gotten/got	hatujapata
2s+PRES+kupata	you get	unapata
2s+PAST+kupata	you got	ulipata
2s+FUT+kupata	you will get	utapata
2s+PERF+kupata	you have gotten/got	umepata
NEG+2s+PRES+kupata	you do not get	hupati
NEG+2s+PAST+kupata	you did not get	hukupata
NEG+2s+FUT+kupata	you will not get	hutapata
NEG+2s+PERF+kupata	you have not gotten/got	hujapata
2p+PRES+kupata	you get	mnapata
2p+PAST+kupata	you got	mlipata
2p+FUT+kupata	you will get	mtapata
2p+PERF+kupata	you have gotten/got	mmepata
NEG+2p+PRES+kupata	you do not get	hampati
NEG+2p+PAST+kupata	you did not get	hamkupata
NEG+2p+FUT+kupata	you will not get	hamtapata
NEG+2p+PERF+kupata	you have not gotten/got	hamjapata
3s+PRES+kupata	(s)he gets	anapata
3s+PAST+kupata	(s)he got	alipata
3s+FUT+kupata	(s)he will get	atapata
3s+PERF+kupata	(s)he has gotten/got	amepata
NEG+3s+PRES+kupata	(s)he does not get	hapati
NEG+3s+PAST+kupata	(s)he did not get	hakupata
NEG+3s+FUT+kupata	(s)he will not get	hatapata
NEG+3s+PERF+kupata	(s)he has not gotten/got	hajapata
3p+PRES+kupata	they get	wanapata
3p+PAST+kupata	they got	walipata
3p+FUT+kupata	they will get	watapata
3p+PERF+kupata	they have gotten/got	wamepata
NEG+3p+PRES+kupata	they do not get	hawapati
NEG+3p+PAST+kupata	they did not get	hawakupata
NEG+3p+FUT+kupata	they will not get	hawatapata
NEG+3p+PERF+kupata	they have not gotten/got	hawajapata
2s+IMP+kupata	get	pata
2p+IMP+kupata	get	pateni
1s+PRES+kupeleka	I take	ninapeleka
1s+PAST+kupeleka	I took	nilipeleka
1s+FUT+kupeleka	I will take	nitapeleka
1s+PERF+kupeleka	I have taken	nimepeleka
NEG+1s+PRES+kupeleka	I do not take	sipeleki
NEG+1s+PAST+kupeleka	I did not take	sikupeleka
NEG+1s+FUT+kupeleka	I will not take	sitapeleka
NEG+1s+PERF+kupeleka	I have not taken	sijapeleka
1p+PRES+kupeleka	we take	tunapeleka
1p+PAST+kupeleka	we took	tulipeleka
1p+FUT+kupeleka	we will take	tutapeleka
1p+PERF+kupeleka	we have taken	tumepeleka
NEG+1p+PRES+kupeleka	we do not take	hatupeleki
NEG+1p+PAST+kupeleka	we did not take	hatukupeleka
NEG+1p+FUT+kupeleka	we will not take	hatutapeleka
NEG+1p+PERF+kupeleka	we have not taken	hatujapeleka
2s+PRES+kupeleka	you take	unapeleka
2s+PAST+kupeleka	you took	ulipeleka
2s+FUT+kupeleka	you will take	utapeleka
2s+PERF+kupeleka	you have taken	umepeleka
NEG+2s+PRES+kupeleka	you do not take	hupeleki
NEG+2s+PAST+kupeleka	you did not take	hukupeleka
NEG+2s+FUT+kupeleka	you will not take	hutapeleka
NEG+2s+PERF+kupeleka	you have not taken	hujapeleka
2p+PRES+kupeleka	you take	mnapeleka
2p+PAST+kupeleka	you took	mlipeleka
2p+FUT+kupeleka	you will take	mtapeleka
2p+PERF+kupeleka	you have taken	mmepeleka
NEG+2p+PRES+kupeleka	you do not take	hampeleki
NEG+2p+PAST+kupeleka	you did not take	hamkupeleka
NEG+2p+FUT+kupeleka	you will not take	hamtapeleka
NEG+2p+PERF+kupeleka	you have not taken	hamjapeleka
3s+PRES+kupeleka	(s)he takes	anapeleka
3s+PAST+kupeleka	(s)he took	alipeleka
3s+FUT+kupeleka	(s)he will take	atapeleka
3s+PERF+kupeleka	(s)he has taken	amepeleka
NEG+3s+PRES+kupeleka	(s)he does not take	hapeleki
NEG+3s+PAST+kupeleka	(s)he did not take	hakupeleka
NEG+3s+FUT+kupeleka	(s)he will not take	hatapeleka
NEG+3s+PERF+kupeleka	(s)he has not taken	hajapeleka
3p+PRES+kupeleka	they take	wanapeleka
3p+PAST+kupeleka	they took	walipeleka
3p+FUT+kupeleka	they will take	watapeleka
3p+PERF+kupeleka	they have taken	wamepeleka
NEG+3p+PRES+kupeleka	they do not take	hawapeleki
NEG+3p+PAST+kupeleka	they did not take	hawakupeleka
NEG+3p+FUT+kupeleka	they will not take	hawatapeleka
NEG+3p+PERF+kupeleka	they have not taken	hawajapeleka
2s+IMP+kupeleka	take	peleka
2p+IMP+kupeleka	take	pelekeni
1s+PRES+kupenda	I love	ninapenda
1s+PAST+kupenda	I loved	nilipenda
1s+FUT+kupenda	I will love	nitapenda
1s+PERF+kupenda	I have loved	nimependa
NEG+1s+PRES+kupenda	I do not love	sipendi
NEG+1s+PAST+kupenda	I did not love	sikupenda
NEG+1s+FUT+kupenda	I will not love	sitapenda
NEG+1s+PERF+kupenda	I have not loved	sijapenda
1p+PRES+kupenda	we love	tunapenda
1p+PAST+kupenda	we loved	tulipenda
1p+FUT+kupenda	we will love	tutapenda
1p+PERF+kupenda	we have loved	tumependa
NEG+1p+PRES+kupenda	we do not love	hatupendi
NEG+1p+PAST+kupenda	we did not love	hatukupenda
NEG+1p+FUT+kupenda	we will not love	hatutapenda
NEG+1p+PERF+kupenda	we have not loved	hatujapenda
2s+PRES+kupenda	you love	unapenda
2s+PAST+kupenda	you loved	ulipenda
2s+FUT+kupenda	you will love	utapenda
2s+PERF+kupenda	you have loved	umependa
NEG+2s+PRES+kupenda	you do not love	hupendi
NEG+2s+PAST+kupenda	you did not love	hukupenda
NEG+2s+FUT+kupenda	you will not love	hutapenda
NEG+2s+PERF+kupenda	you have not loved	hujapenda
2p+PRES+kupenda	you love	mnapenda
2p+PAST+kupenda	you loved	mlipenda
2p+FUT+kupenda	you will love	mtapenda
2p+PERF+kupenda	you have loved	mmependa
NEG+2p+PRES+kupenda	you do not love	hampendi
NEG+2p+PAST+kupenda	you did not love	hamkupenda
NEG+2p+FUT+kupenda	you will not love	hamtapenda
NEG+2p+PERF+kupenda	you have not loved	hamjapenda
3s+PRES+kupenda	(s)he loves	anapenda
3s+PAST+kupenda	(s)he loved	alipenda
3s+FUT+kupenda	(s)he will love	atapenda
3s+PERF+kupenda	(s)he has loved	amependa
NEG+3s+PRES+kupenda	(s)he does not love	hapendi
NEG+3s+PAST+kupenda	(s)he did not love	hakupenda
NEG+3s+FUT+kupenda	(s)he will not love	hatapenda
NEG+3s+PERF+kupenda	(s)he has not loved	hajapenda
3p+PRES+kupenda	they love	wanapenda
3p+PAST+kupenda	they loved	walipenda
3p+FUT+kupenda	they will love	watapenda
3p+PERF+kupenda	they have loved	wamependa
NEG+3p+PRES+kupenda	they do not love	hawapendi
NEG+3p+PAST+kupenda	they did not love	hawakupenda
NEG+3p+FUT+kupenda	they will not love	hawatapenda
NEG+3p+PERF+kupenda	they have not loved	hawajapenda
2s+IMP+kupenda	love	penda
2p+IMP+kupenda	love	pendeni
1s+PRES+kupendelea	I prefer	ninapendelea
1s+PAST+kupendelea	I preferred	nilipendelea
1s+FUT+kupendelea	I will prefer	nitapendelea
1s+PERF+kupendelea	I have preferred	nimependelea
NEG+1s+PRES+kupendelea	I do not prefer	sipendelei
NEG+1s+PAST+kupendelea	I did not prefer	sikupendelea
NEG+1s+FUT+kupendelea	I will not prefer	sitapendelea
NEG+1s+PERF+kupendelea	I have not preferred	sijapendelea
1p+PRES+kupendelea	we prefer	tunapendelea
1p+PAST+kupendelea	we preferred	tulipendelea
1p+FUT+kupendelea	we will prefer	tutapendelea
1p+PERF+kupendelea	we have preferred	tumependelea
NEG+1p+PRES+kupendelea	we do not prefer	hatupendelei
NEG+1p+PAST+kupendelea	we did not prefer	hatukupendelea
NEG+1p+FUT+kupendelea	we will not prefer	hatutapendelea
NEG+1p+PERF+kupendelea	we have not preferred	hatujapendelea
2s+PRES+kupendelea	you prefer	unapendelea
2s+PAST+kupendelea	you preferred	ulipendelea
2s+FUT+kupendelea	you will prefer	utapendelea
2s+PERF+kupendelea	you have preferred	umependelea
NEG+2s+PRES+kupendelea	you do not prefer	hupendelei
NEG+2s+PAST+kupendelea	you did not prefer	hukupendelea
NEG+2s+FUT+kupendelea	you will not prefer	hutapendelea
NEG+2s+PERF+kupendelea	you have not preferred	hujapendelea
2p+PRES+kupendelea	you prefer	mnapendelea
2p+PAST+kupendelea	you preferred	mlipendelea
2p+FUT+kupendelea	you will prefer	mtapendelea
2p+PERF+kupendelea	you have preferred	mmependelea
NEG+2p+PRES+kupendelea	you do not prefer	hampendelei
NEG+2p+PAST+kupendelea	you did not prefer	hamkupendelea
NEG+2p+FUT+kupendelea	you will not prefer	hamtapendelea
NEG+2p+PERF+kupendelea	you have not preferred	hamjapendelea
3s+PRES+kupendelea	(s)he prefers	anapendelea
3s+PAST+kupendelea	(s)he preferred	alipendelea
3s+FUT+kupendelea	(s)he will prefer	atapendelea
3s+PERF+kupendelea	(s)he has preferred	amependelea
NEG+3s+PRES+kupendelea	(s)he does not prefer	hapendelei
NEG+3s+PAST+kupendelea	(s)he did not prefer	hakupendelea
NEG+3s+FUT+kupendelea	(s)he will not prefer	hatapendelea
NEG+3s+PERF+kupendelea	(s)he has not preferred	hajapendelea
3p+PRES+kupendelea	they prefer	wanapendelea
3p+PAST+kupendelea	they preferred	walipendelea
3p+FUT+kupendelea	they will prefer	watapendelea
3p+PERF+kupendelea	they have preferred	wamependelea
NEG+3p+PRES+kupendelea	they do not prefer	hawapendelei
NEG+3p+PAST+kupendelea	they did not prefer	hawakupendelea
NEG+3p+FUT+kupendelea	they will not prefer	hawatapendelea
NEG+3p+PERF+kupendelea	they have not preferred	hawajapendelea
2s+IMP+kupendelea	prefer	pendelea
2p+IMP+kupendelea	prefer	pendeleeni
1s+PRES+kupendeza	I look great	ninapendeza
1s+PAST+kupendeza	I looked great	nilipendeza
1s+FUT+kupendeza	I will look great	nitapendeza
1s+PERF+kupendeza	I have looked great	nimependeza
NEG+1s+PRES+kupendeza	I do not look	sipendezi
NEG+1s+PAST+kupendeza	I did not look great	sikupendeza
NEG+1s+FUT+kupendeza	I will not look great	sitapendeza
NEG+1s+PERF+kupendeza	I have not looked great	sijapendeza
1p+PRES+kupendeza	we look great	tunapendeza
1p+PAST+kupendeza	we looked great	tulipendeza
1p+FUT+kupendeza	we will look great	tutapendeza
1p+PERF+kupendeza	we have looked great	tumependeza
NEG+1p+PRES+kupendeza	we do not look	hatupendezi
NEG+1p+PAST+kupendeza	we did not look great	hatukupendeza
NEG+1p+FUT+kupendeza	we will not look great	hatutapendeza
NEG+1p+PERF+kupendeza	we have not looked great	hatujapendeza
2s+PRES+kupendeza	you look great	unapendeza
2s+PAST+kupendeza	you looked great	ulipendeza
2s+FUT+kupendeza	you will look great	utapendeza
2s+PERF+kupendeza	you have looked great	umependeza
NEG+2s+PRES+kupendeza	you do not look	hupendezi
NEG+2s+PAST+kupendeza	you did not look great	hukupendeza
NEG+2s+FUT+kupendeza	you will not look great	hutapendeza
NEG+2s+PERF+kupendeza	you have not looked great	hujapendeza
2p+PRES+kupendeza	you look great	mnapendeza
2p+PAST+kupendeza	you looked great	mlipendeza
2p+FUT+kupendeza	you will look great	mtapendeza
2p+PERF+kupendeza	you have looked great	mmependeza
NEG+2p+PRES+kupendeza	you do not look	hampendezi
NEG+2p+PAST+kupendeza	you did not look great	hamkupendeza
NEG+2p+FUT+kupendeza	you will not look great	hamtapendeza
NEG+2p+PERF+kupendeza	you have not looked great	hamjapendeza
3s+PRES+kupendeza	(s)he looks great	anapendeza
3s+PAST+kupendeza	(s)he looked great	alipendeza
3s+FUT+kupendeza	(s)he will look great	atapendeza
3s+PERF+kupendeza	(s)he has looked great	amependeza
NEG+3s+PRES+kupendeza	(s)he does not look	hapendezi
NEG+3s+PAST+kupendeza	(s)he did not look great	hakupendeza
NEG+3s+FUT+kupendeza	(s)he will not look great	hatapendeza
NEG+3s+PERF+kupendeza	(s)he has not looked great	hajapendeza
3p+PRES+kupendeza	they look great	wanapendeza
3p+PAST+kupendeza	they looked great	walipendeza
3p+FUT+kupendeza	they will look great	watapendeza
3p+PERF+kupendeza	they have looked great	wamependeza
NEG+3p+PRES+kupendeza	they do not look	hawapendezi
NEG+3p+PAST+kupendeza	they did not look great	hawakupendeza
NEG+3p+FUT+kupendeza	they will not look great	hawatapendeza
NEG+3p+PERF+kupendeza	they have not looked great	hawajapendeza
2s+IMP+kupendeza	look great	pendeza
2p+IMP+kupendeza	look great	pendezeni
1s+PRES+kupika	I cook	ninapika
1s+PAST+kupika	I cooked	nilipika
1s+FUT+kupika	I will cook	nitapika
1s+PERF+kupika	I have cooked	nimepika
NEG+1s+PRES+kupika	I do not cook	sipiki
NEG+1s+PAST+kupika	I did not cook	sikupika
NEG+1s+FUT+kupika	I will not cook	sitapika
NEG+1s+PERF+kupika	I have not cooked	sijapika
1p+PRES+kupika	we cook	tunapika
1p+PAST+kupika	we cooked	tulipika
1p+FUT+kupika	we will cook	tutapika
1p+PERF+kupika	we have cooked	tumepika
NEG+1p+PRES+kupika	we do not cook	hatupiki
NEG+1p+PAST+kupika	we did not cook	hatukupika
NEG+1p+FUT+kupika	we will not cook	hatutapika
NEG+1p+PERF+kupika	we have not cooked	hatujapika
2s+PRES+kupika	you cook	unapika
2s+PAST+kupika	you cooked	ulipika
2s+FUT+kupika	you will cook	utapika
2s+PERF+kupika	you have cooked	umepika
NEG+2s+PRES+kupika	you do not cook	hupiki
NEG+2s+PAST+kupika	you did not cook	hukupika
NEG+2s+FUT+kupika	you will not cook	hutapika
NEG+2s+PERF+kupika	you have not cooked	hujapika
2p+PRES+kupika	you cook	mnapika
2p+PAST+kupika	you cooked	mlipika
2p+FUT+kupika	you will cook	mtapika
2p+PERF+kupika	you have cooked	mmepika
NEG+2p+PRES+kupika	you do not cook	hampiki
NEG+2p+PAST+kupika	you did not cook	hamkupika
NEG+2p+FUT+kupika	you will not cook	hamtapika
NEG+2p+PERF+kupika	you have not cooked	hamjapika
3s+PRES+kupika	(s)he cooks	anapika
3s+PAST+kupika	(s)he cooked	alipika
3s+FUT+kupika	(s)he will cook	atapika
3s+PERF+kupika	(s)he has cooked	amepika
NEG+3s+PRES+kupika	(s)he does not cook	hapiki
NEG+3s+PAST+kupika	(s)he did not cook	hakupika
NEG+3s+FUT+kupika	(s)he will not cook	hatapika
NEG+3s+PERF+kupika	(s)he has not cooked	hajapika
3p+PRES+kupika	they cook	wanapika
3p+PAST+kupika	they cooked	walipika
3p+FUT+kupika	they will cook	watapika
3p+PERF+kupika	they have cooked	wamepika
NEG+3p+PRES+kupika	they do not cook	hawapiki
NEG+3p+PAST+kupika	they did not cook	hawakupika
NEG+3p+FUT+kupika	they will not cook	hawatapika
NEG+3p+PERF+kupika	they have not cooked	hawajapika
2s+IMP+kupika	cook	pika
2p+IMP+kupika	cook	pikeni
1s+PRES+kupinda	I turn	ninapinda
1s+PAST+kupinda	I turned	nilipinda
1s+FUT+kupinda	I will turn	nitapinda
1s+PERF+kupinda	I have turned	nimepinda
NEG+1s+PRES+kupinda	I do not turn	sipindi
NEG+1s+PAST+kupinda	I did not turn	sikupinda
NEG+1s+FUT+kupinda	I will not turn	sitapinda
NEG+1s+PERF+kupinda	I have not turned	sijapinda
1p+PRES+kupinda	we turn	tunapinda
1p+PAST+kupinda	we turned	tulipinda
1p+FUT+kupinda	we will turn	tutapinda
1p+PERF+kupinda	we have turned	tumepinda
NEG+1p+PRES+kupinda	we do not turn	hatupindi
NEG+1p+PAST+kupinda	we did not turn	hatukupinda
NEG+1p+FUT+kupinda	we will not turn	hatutapinda
NEG+1p+PERF+kupinda	we have not turned	hatujapinda
2s+PRES+kupinda	you turn	unapinda
2s+PAST+kupinda	you turned	ulipinda
2s+FUT+kupinda	you will turn	utapinda
2s+PERF+kupinda	you have turned	umepinda
NEG+2s+PRES+kupinda	you do not turn	hupindi
NEG+2s+PAST+kupinda	you did not turn	hukupinda
NEG+2s+FUT+kupinda	you will not turn	hutapinda
NEG+2s+PERF+kupinda	you have not turned	hujapinda
2p+PRES+kupinda	you turn	mnapinda
2p+PAST+kupinda	you turned	mlipinda
2p+FUT+kupinda	you will turn	mtapinda
2p+PERF+kupinda	you have turned	mmepinda
NEG+2p+PRES+kupinda	you do not turn	hampindi
NEG+2p+PAST+kupinda	you did not turn	hamkupinda
NEG+2p+FUT+kupinda	you will not turn	hamtapinda
NEG+2p+PERF+kupinda	you have not turned	hamjapinda
3s+PRES+kupinda	(s)he turns	anapinda
3s+PAST+kupinda	(s)he turned	alipinda
3s+FUT+kupinda	(s)he will turn	atapinda
3s+PERF+kupinda	(s)he has turned	amepinda
NEG+3s+PRES+kupinda	(s)he does not turn	hapindi
NEG+3s+PAST+kupinda	(s)he did not turn	hakupinda
NEG+3s+FUT+kupinda	(s)he will not turn	hatapinda
NEG+3s+PERF+kupinda	(s)he has not turned	hajapinda
3p+PRES+kupinda	they turn	wanapinda
3p+PAST+kupinda	they turned	walipinda
3p+FUT+kupinda	they will turn	watapinda
3p+PERF+kupinda	they have turned	wamepinda
NEG+3p+PRES+kupinda	they do not turn	hawapindi
NEG+3p+PAST+kupinda	they did not turn	hawakupinda
NEG+3p+FUT+kupinda	they will not turn	hawatapinda
NEG+3p+PERF+kupinda	they have not turned	hawajapinda
2s+IMP+kupinda	turn	pinda
2p+IMP+kupinda	turn	pindeni
1s+PRES+kupita	I pass	ninapita
1s+PAST+kupita	I passed	nilipita
1s+FUT+kupita	I will pass	nitapita
1s+PERF+kupita	I have passed	nimepita
NEG+1s+PRES+kupita	I do not pass	sipiti
NEG+1s+PAST+kupita	I did not pass	sikupita
NEG+1s+FUT+kupita	I will not pass	sitapita
NEG+1s+PERF+kupita	I have not passed	sijapita
1p+PRES+kupita	we pass	tunapita
1p+PAST+kupita	we passed	tulipita
1p+FUT+kupita	we will pass	tutapita
1p+PERF+kupita	we have passed	tumepita
NEG+1p+PRES+kupita	we do not pass	hatupiti
NEG+1p+PAST+kupita	we did not pass	hatukupita
NEG+1p+FUT+kupita	we will not pass	hatutapita
NEG+1p+PERF+kupita	we have not passed	hatujapita
2s+PRES+kupita	you pass	unapita
2s+PAST+kupita	you passed	ulipita
2s+FUT+kupita	you will pass	utapita
2s+PERF+kupita	you have passed	umepita
NEG+2s+PRES+kupita	you do not pass	hupiti
NEG+2s+PAST+kupita	you did not pass	hukupita
